National Dex Number,Pokemon Name,Pokemon Pic URL,Pokemon Types,Abilities,"Base Stats (HP, Atk, Def, SpA, SpD, Speed)"
#0938,Tadbulb,https://www.serebii.net/pokedex-sv/icon/new/938.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Own Tempo', 'Static', 'Damp']","['61', '31', '41', '59', '35', '45']"
#0939,Bellibolt,https://www.serebii.net/pokedex-sv/icon/new/939.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Electromorphosis', 'Static', 'Damp']","['109', '64', '91', '103', '83', '45']"
#0940,Wattrel,https://www.serebii.net/pokedex-sv/icon/new/940.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Wind Power', 'Volt Absorb', 'Competitive']","['40', '40', '35', '55', '40', '70']"
#0941,Kilowattrel,https://www.serebii.net/pokedex-sv/icon/new/941.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Wind Power', 'Volt Absorb', 'Competitive']","['70', '70', '60', '105', '60', '125']"
#0942,Maschiff,https://www.serebii.net/pokedex-sv/icon/new/942.png,['https://www.serebii.net/pokedex-bw/type/dark.gif'],"['Intimidate', 'Run Away', 'Stakeout']","['60', '78', '60', '40', '51', '51']"
#0943,Mabosstiff,https://www.serebii.net/pokedex-sv/icon/new/943.png,['https://www.serebii.net/pokedex-bw/type/dark.gif'],"['Intimidate', 'Guard Dog', 'Stakeout']","['80', '120', '90', '60', '70', '85']"
#0944,Shroodle,https://www.serebii.net/pokedex-sv/icon/new/944.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Unburden', 'Pickpocket', 'Prankster']","['40', '65', '35', '40', '35', '75']"
#0945,Grafaiai,https://www.serebii.net/pokedex-sv/icon/new/945.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Unburden', 'Poison Touch', 'Prankster']","['63', '95', '65', '80', '72', '110']"
#0946,Bramblin,https://www.serebii.net/pokedex-sv/icon/new/946.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Wind Rider', 'Infiltrator']","['40', '65', '30', '45', '35', '60']"
#0947,Brambleghast,https://www.serebii.net/pokedex-sv/icon/new/947.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Wind Rider', 'Infiltrator']","['55', '115', '70', '80', '70', '90']"
#0948,Toedscool,https://www.serebii.net/pokedex-sv/icon/new/948.png,"['https://www.serebii.net/pokedex-bw/type/ground.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']",['Mycelium Might'],"['40', '40', '35', '50', '100', '70']"
#0949,Toedscruel,https://www.serebii.net/pokedex-sv/icon/new/949.png,"['https://www.serebii.net/pokedex-bw/type/ground.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']",['Mycelium Might'],"['80', '70', '65', '80', '120', '100']"
#0950,Klawf,https://www.serebii.net/pokedex-sv/icon/new/950.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Anger Shell', 'Shell Armor', 'Regenerator']","['70', '100', '115', '35', '55', '75']"
#0951,Capsakid,https://www.serebii.net/pokedex-sv/icon/new/951.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Chlorophyll', 'Insomnia', 'Klutz']","['50', '62', '40', '62', '40', '50']"
#0952,Scovillain,https://www.serebii.net/pokedex-sv/icon/new/952.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/fire.gif']","['Chlorophyll', 'Insomnia', 'Moody']","['65', '108', '65', '108', '65', '75']"
#0953,Rellor,https://www.serebii.net/pokedex-sv/icon/new/953.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Compoundeyes', 'Shed Skin']","['41', '50', '60', '31', '58', '30']"
#0954,Rabsca,https://www.serebii.net/pokedex-sv/icon/new/954.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Synchronize', 'Telepathy']","['75', '50', '85', '115', '100', '45']"
#0955,Flittle,https://www.serebii.net/pokedex-sv/icon/new/955.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Anticipation', 'Frisk', 'Speed Boost']","['30', '35', '30', '55', '30', '75']"
#0956,Espathra,https://www.serebii.net/pokedex-sv/icon/new/956.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Opportunist', 'Frisk', 'Speed Boost']","['95', '60', '60', '101', '60', '105']"
#0957,Tinkatink,https://www.serebii.net/pokedex-sv/icon/new/957.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","['50', '45', '45', '35', '64', '58']"
#0958,Tinkatuff,https://www.serebii.net/pokedex-sv/icon/new/958.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","['65', '55', '55', '45', '82', '78']"
#0959,Tinkaton,https://www.serebii.net/pokedex-sv/icon/new/959.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","['85', '75', '77', '70', '105', '94']"
#0960,Wiglett,https://www.serebii.net/pokedex-sv/icon/new/960.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Gooey', 'Rattled', 'Sand Veil']","['10', '55', '25', '35', '25', '95']"
#0961,Wugtrio,https://www.serebii.net/pokedex-sv/icon/new/961.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Gooey', 'Rattled', 'Sand Veil']","['35', '100', '50', '50', '70', '120']"
#0962,Bombirdier,https://www.serebii.net/pokedex-sv/icon/new/962.png,"['https://www.serebii.net/pokedex-bw/type/flying.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Big Pecks', 'Keen Eye', 'Rocky Payload']","['70', '103', '85', '60', '85', '82']"
#0963,Finizen,https://www.serebii.net/pokedex-sv/icon/new/963.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],['Water Veil'],"['70', '45', '40', '45', '40', '75']"
#0964,Palafin,https://www.serebii.net/pokedex-sv/icon/new/964.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],['Zero to Hero'],"['100', '70', '72', '53', '62', '100']"
#0965,Varoom,https://www.serebii.net/pokedex-sv/icon/new/965.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Overcoat', 'Slow Start']","['45', '70', '63', '30', '45', '47']"
#0966,Revavroom,https://www.serebii.net/pokedex-sv/icon/new/966.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Overcoat', 'Filter']","['80', '119', '90', '54', '67', '90']"
#0967,Cyclizar,https://www.serebii.net/pokedex-sv/icon/new/967.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Shed Skin', 'Regenerator']","['70', '95', '65', '85', '65', '121']"
#0968,Orthworm,https://www.serebii.net/pokedex-sv/icon/new/968.png,['https://www.serebii.net/pokedex-bw/type/steel.gif'],"['Earth Eater', 'Sand Veil']","['70', '85', '145', '60', '55', '65']"
#0969,Glimmet,https://www.serebii.net/pokedex-sv/icon/new/969.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Toxic Debris', 'Corrosion']","['48', '35', '42', '105', '60', '60']"
#0970,Glimmora,https://www.serebii.net/pokedex-sv/icon/new/970.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Toxic Debris', 'Corrosion']","['83', '55', '90', '130', '81', '86']"
#0971,Greavard,https://www.serebii.net/pokedex-sv/icon/new/971.png,['https://www.serebii.net/pokedex-bw/type/ghost.gif'],"['Pickup', 'Fluffy']","['50', '61', '60', '30', '55', '34']"
#0972,Houndstone,https://www.serebii.net/pokedex-sv/icon/new/972.png,['https://www.serebii.net/pokedex-bw/type/ghost.gif'],"['Sand Rush', 'Fluffy']","['72', '101', '100', '50', '97', '68']"
#0973,Flamigo,https://www.serebii.net/pokedex-sv/icon/new/973.png,"['https://www.serebii.net/pokedex-bw/type/flying.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Scrappy', 'Tangled Feet', 'Costar']","['82', '115', '74', '75', '64', '90']"
#0974,Cetoddle,https://www.serebii.net/pokedex-sv/icon/new/974.png,['https://www.serebii.net/pokedex-bw/type/ice.gif'],"['Thick Fat', 'Snow Cloak', 'Sheer Force']","['108', '68', '45', '30', '40', '43']"
#0975,Cetitan,https://www.serebii.net/pokedex-sv/icon/new/975.png,['https://www.serebii.net/pokedex-bw/type/ice.gif'],"['Thick Fat', 'Slush Rush', 'Sheer Force']","['170', '113', '65', '45', '55', '73']"
#0976,Veluza,https://www.serebii.net/pokedex-sv/icon/new/976.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Mold Breaker', 'Sharpness']","['90', '102', '73', '78', '65', '70']"
#0977,Dondozo,https://www.serebii.net/pokedex-sv/icon/new/977.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Unaware', 'Oblivious', 'Water Veil']","['150', '100', '115', '65', '65', '35']"
#0978,Tatsugiri,https://www.serebii.net/pokedex-sv/icon/new/978.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Commander', 'Storm Drain']","['68', '50', '60', '120', '95', '82']"
#0979,Annihilape,https://www.serebii.net/pokedex-sv/icon/new/979.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Vital Spirit', 'Inner Focus', 'Defiant']","['110', '115', '80', '50', '90', '90']"
#0980,Clodsire,https://www.serebii.net/pokedex-sv/icon/new/980.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Poison Point', 'Water Absorb', 'Unaware']","['130', '75', '60', '45', '100', '20']"
#0981,Farigiraf,https://www.serebii.net/pokedex-sv/icon/new/981.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Cud Chew', 'Armor Tail', 'Sap Sipper']","['120', '90', '70', '110', '70', '60']"
#0982,Dudunsparce,https://www.serebii.net/pokedex-sv/icon/new/982.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Serene Grace', 'Run Away', 'Rattled']","['125', '100', '80', '85', '75', '55']"
#0983,Kingambit,https://www.serebii.net/pokedex-sv/icon/new/983.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Defiant', 'Supreme Overlord', 'Pressure']","['100', '135', '120', '60', '85', '50']"
#0984,Great Tusk,https://www.serebii.net/pokedex-sv/icon/new/984.png,"['https://www.serebii.net/pokedex-bw/type/ground.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']",['Protosynthesis'],"['115', '131', '131', '53', '53', '87']"
#0985,Scream Tail,https://www.serebii.net/pokedex-sv/icon/new/985.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']",['Protosynthesis'],"['115', '65', '99', '65', '115', '111']"
#0986,Brute Bonnet,https://www.serebii.net/pokedex-sv/icon/new/986.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']",['Protosynthesis'],"['111', '127', '99', '79', '99', '55']"
#0987,Flutter Mane,https://www.serebii.net/pokedex-sv/icon/new/987.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']",['Protosynthesis'],"['55', '55', '55', '135', '135', '135']"
#0988,Slither Wing,https://www.serebii.net/pokedex-sv/icon/new/988.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']",['Protosynthesis'],"['85', '135', '79', '85', '105', '81']"
#0989,Sandy Shocks,https://www.serebii.net/pokedex-sv/icon/new/989.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']",['Protosynthesis'],"['85', '81', '97', '121', '85', '101']"
#0990,Iron Treads,https://www.serebii.net/pokedex-sv/icon/new/990.png,"['https://www.serebii.net/pokedex-bw/type/ground.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']",['Quark Drive'],"['90', '112', '120', '72', '70', '106']"
#0991,Iron Bundle,https://www.serebii.net/pokedex-sv/icon/new/991.png,"['https://www.serebii.net/pokedex-bw/type/ice.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']",['Quark Drive'],"['56', '80', '114', '124', '60', '136']"
#0992,Iron Hands,https://www.serebii.net/pokedex-sv/icon/new/992.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/electric.gif']",['Quark Drive'],"['154', '140', '108', '50', '68', '50']"
#0993,Iron Jugulis,https://www.serebii.net/pokedex-sv/icon/new/993.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']",['Quark Drive'],"['94', '80', '86', '122', '80', '108']"
#0994,Iron Moth,https://www.serebii.net/pokedex-sv/icon/new/994.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']",['Quark Drive'],"['80', '70', '60', '140', '110', '110']"
#0995,Iron Thorns,https://www.serebii.net/pokedex-sv/icon/new/995.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/electric.gif']",['Quark Drive'],"['100', '134', '110', '70', '84', '72']"
#0996,Frigibax,https://www.serebii.net/pokedex-sv/icon/new/996.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Thermal Exchange', 'Ice Body']","['65', '75', '45', '35', '45', '55']"
#0997,Arctibax,https://www.serebii.net/pokedex-sv/icon/new/997.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Thermal Exchange', 'Ice Body']","['90', '95', '66', '45', '65', '62']"
#0998,Baxcalibur,https://www.serebii.net/pokedex-sv/icon/new/998.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Thermal Exchange', 'Ice Body']","['115', '145', '92', '75', '86', '87']"
#0999,Gimmighoul,https://www.serebii.net/pokedex-sv/icon/new/999.png,['https://www.serebii.net/pokedex-bw/type/ghost.gif'],['Rattled'],"['45', '30', '70', '75', '70', '10']"
#1000,Gholdengo,https://www.serebii.net/pokedex-sv/icon/new/1000.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']",['Good as Gold'],"['87', '60', '95', '133', '91', '84']"
#1001,Wo-Chien,https://www.serebii.net/pokedex-sv/icon/new/1001.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']",['Tablets of Ruin'],"['85', '85', '100', '95', '135', '70']"
#1002,Chien-Pao,https://www.serebii.net/pokedex-sv/icon/new/1002.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']",['Sword of Ruin'],"['80', '120', '80', '90', '65', '135']"
#1003,Ting-Lu,https://www.serebii.net/pokedex-sv/icon/new/1003.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']",['Vessel of Ruin'],"['155', '110', '125', '55', '80', '45']"
#1004,Chi-Yu,https://www.serebii.net/pokedex-sv/icon/new/1004.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/fire.gif']",['Beads of Ruin'],"['55', '80', '80', '135', '120', '100']"
#1005,Roaring Moon,https://www.serebii.net/pokedex-sv/icon/new/1005.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']",['Protosynthesis'],"['105', '139', '71', '55', '101', '119']"
#1006,Iron Valiant,https://www.serebii.net/pokedex-sv/icon/new/1006.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']",['Quark Drive'],"['74', '130', '90', '120', '60', '116']"
#1007,Koraidon,https://www.serebii.net/pokedex-sv/icon/new/1007.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']",['Orichalcum Pulse'],"['100', '135', '115', '85', '100', '135']"
#1008,Miraidon,https://www.serebii.net/pokedex-sv/icon/new/1008.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']",['Hadron Engine'],"['100', '85', '100', '135', '115', '135']"
#1009,Walking Wake,https://www.serebii.net/pokedex-sv/icon/new/1009.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']",['Protosynthesis'],"['99', '83', '91', '125', '83', '109']"
#1010,Iron Leaves,https://www.serebii.net/pokedex-sv/icon/new/1010.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']",['Quark Drive'],"['90', '130', '88', '70', '108', '104']"
#1011,Dipplin,https://www.serebii.net/pokedex-sv/icon/new/1011.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Supersweet Syrup', 'Gluttony', 'Sticky Hold']","['80', '80', '110', '95', '80', '40']"
#1012,Poltchageist,https://www.serebii.net/pokedex-sv/icon/new/1012.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Hospitality', 'Heatproof']","['40', '45', '45', '74', '54', '50']"
#1013,Sinistcha,https://www.serebii.net/pokedex-sv/icon/new/1013.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Hospitality', 'Heatproof']","['71', '60', '106', '121', '80', '70']"
#1014,Okidogi,https://www.serebii.net/pokedex-sv/icon/new/1014.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Toxic Chain', 'Guard Dog']","['88', '128', '115', '58', '86', '80']"
#1015,Munkidori,https://www.serebii.net/pokedex-sv/icon/new/1015.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Toxic Chain', 'Frisk']","['88', '75', '66', '130', '90', '106']"
#1016,Fezandipiti,https://www.serebii.net/pokedex-sv/icon/new/1016.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Toxic Chain', 'Technician']","['88', '91', '82', '70', '125', '99']"
#1017,Ogerpon,https://www.serebii.net/pokedex-sv/icon/new/1017.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],['Defiant'],"['80', '120', '84', '60', '96', '110']"
#1018,Archaludon,https://www.serebii.net/pokedex-sv/icon/new/1018.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Stamina', 'Sturdy', 'Stalwart']","['90', '105', '130', '125', '65', '85']"
#1019,Hydrapple,https://www.serebii.net/pokedex-sv/icon/new/1019.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Supersweet Syrup', 'Regenerator', 'Sticky Hold']","['106', '80', '110', '120', '80', '44']"
